userName,score,at,content,sumber_bank,teks_bersih
Pengguna Google,1,2026-02-10 19:25:28,g bisa login susah banget langsung kembali terus bikin emosi kalo g ada isinya udah saya hapus lagi ni apk,BRI,login sulit sangat segera kemudian bikin emosi isi tertawa ni aplikasi
Pengguna Google,3,2026-02-10 19:24:55,"berkali kali harus uninstal terus login ulang, udah bisa login sehari dua hari kumat lagiii blank gak muncul buat masukin password",BRI,kali kali tertawa copot kemudian login ulang login hari tertawa kumat layar putih tidak_muncul masukin password
Pengguna Google,1,2026-02-10 19:21:37,aplikasi tidak muncul di hape.. setiap login buka aplikasi lewat playstore.. maka sudah di download,BRI,aplikasi tidak_muncul tertawa login buka aplikasi lewat toko google play unduh
Pengguna Google,5,2026-02-10 19:18:47,merasa terbantu,BRI,rasa bantu
Pengguna Google,5,2026-02-10 19:17:27,sangat bagus dan membantu finansial kita,BRI,sangat baik bantu finansial
Pengguna Google,5,2026-02-10 19:11:31,𝘴𝘢𝘯𝘨𝘢𝘵 𝘴𝘢𝘯𝘨𝘢𝘵 𝘮𝘦𝘮𝘣𝘢𝘯𝘵𝘶,BRI,sangat sangat bantu
Pengguna Google,5,2026-02-10 19:08:53,sangat mudah dan jelas,BRI,sangat mudah jelas
Pengguna Google,5,2026-02-10 19:07:12,"sangat membantu sekali dg aplikasi ini memudahkan kita untuk tranveran yg cepat dan pembayaran"" lainnya",BRI,sangat bantu sangat aplikasi mudah tranveran cepat bayar lain
Pengguna Google,1,2026-02-10 18:57:59,apk sulit digunakan banyak masalah dan merugikan,BRI,aplikasi sulit guna banyak kendala rugi
Pengguna Google,5,2026-02-10 18:33:26,Aplikasi Yang Sangat Membantu,BRI,aplikasi sangat bantu
Pengguna Google,5,2026-02-10 18:23:51,moga aja gaada pemotongan saldo di app brimo,BRI,moga gaada potong saldo aplikasi brimo
Pengguna Google,4,2026-02-10 18:23:03,sangat memudahkan.,BRI,sangat mudah
Pengguna Google,5,2026-02-10 18:22:39,"Mudah, Aman dan sangat membantu",BRI,mudah aman sangat bantu
Pengguna Google,5,2026-02-10 18:14:47,mudah pelayanan bagus,BRI,mudah layan baik
Pengguna Google,5,2026-02-10 18:11:50,sangat membatu sekali dalam transaksi,BRI,sangat batu sangat transaksi
Pengguna Google,1,2026-02-10 18:06:22,aplikasi ribet,BRI,aplikasi rumit
Pengguna Google,1,2026-02-10 18:01:09,makin kesini makin aneh habis update tbtb punyaku loading mulu gabisa masuk padahal jaringan lancar,BRI,makin kesini makin aneh tertawa baru tbtb punya loading selalu tidak_bisa hasil padahal jaring lancar
Pengguna Google,4,2026-02-10 17:58:25,semoga aman selalu,BRI,moga aman selalu
Pengguna Google,5,2026-02-10 17:54:21,brimo paling gercep,BRI,brimo paling gercep
Pengguna Google,5,2026-02-10 17:54:15,sangat mudah dan simpel digunakan,BRI,sangat mudah simpel guna
Pengguna Google,1,2026-02-10 17:52:22,"apliksi ribet sdh hmpr semnggu gagal verifikasi wajah,udh pelayann kurang bagus eh apliksinya jg lelet,pdhl jg sdh ngikuti petunjuk dtmpt terang jg sudah, gk ada yg nutupi jg sdh,🥴😤",BRI,apliksi rumit hmpr semnggu gagal verifikasi wajah pelayann kurang_baik eh apliksinya lambat pdhl ngikuti tunjuk dtmpt terang tidak_ada nutupi
Pengguna Google,5,2026-02-10 17:49:30,bagus & mudah sekali,BRI,baik mudah sangat
Pengguna Google,5,2026-02-10 17:48:01,memudahkan segala hal,BRI,mudah segala
Pengguna Google,5,2026-02-10 17:38:45,sangat membantu saya suka,BRI,sangat bantu suka
Pengguna Google,5,2026-02-10 17:36:52,Mudah Dan Cepat 😍💐,BRI,mudah cepat
Pengguna Google,5,2026-02-10 17:35:51,ok lh,BRI,baik lh
Pengguna Google,5,2026-02-10 17:33:39,kenapa rekening saya tidak aktif lagi oleh BANK BRI,BRI,rekening tidak_online bank bank rakyat indonesia
Pengguna Google,5,2026-02-10 17:30:15,lumayan mudah,BRI,lumayan mudah
Pengguna Google,4,2026-02-10 17:21:10,cepat dan menyenangkan,BRI,cepat senang
Pengguna Google,1,2026-02-10 17:20:58,sangat jelek,BRI,sangat buruk
Pengguna Google,5,2026-02-10 17:14:02,"ui nya simpel, cepat, satset,..",BRI,ui nya simpel cepat satset
Pengguna Google,5,2026-02-10 17:13:42,brimo ku sering gagal di buka,BRI,brimo ku sering gagal buka
Pengguna Google,1,2026-02-10 17:12:44,kenapa ya setalah login trus mau login untuk kedua kalinya malah kita harus verifikasi ulang terus. bagaimna kira2 solusinya,BRI,seta login kemudian login dua kali malah tertawa verifikasi ulang kemudian bagaimna kira2 solusi
Pengguna Google,1,2026-02-10 17:12:28,"makin lama makin kek taik ni apk, akun saya keluar sendiri dan Tek bisa login kembali, padahal sandinya TDK pernah di ubah",BRI,makin lambat makin kek taik ni aplikasi akun keluar sendiri tek login padahal sandi tidak_pernah ubah
Pengguna Google,1,2026-02-10 17:00:35,.Alhamdulillah sudah bisa masuk..tapi knp mau buka brimo layar hp putih tdk ada penampakan apl.brimo nya.koq msh putih ..padahal dulu bagus tapi knp sekarang jadi jelek gini.tolong dong kembalikan seperti dulu.mudah dan gampang..jgn seperti sekarang dilayar hp putih tdk ada aplikasi brimo nya..saat mau loading hilang ..layar langsung putih sdh uninstal tapi gak ngaruh layar tetap putih..ngeblank..sungguh mengganggu saat bertransaksi...mohon dgn sangat cari solusinya.,BRI,alhamdulillah hasil knp buka brimo layar handphone putih tidak_ada tampak apl brimo nya koq msh putih padahal lebih baik knp skrg jadi buruk gin bantu partikel kembali lebih mudah mudah jangan_seperti skrg layar handphone putih tidak_ada aplikasi brimo nya loading tertawa layar segera putih copot tidak_ngaruh layar tetap putih layar putih sungguh ganggu transaksi mohon sangat cari solusi
Pengguna Google,5,2026-02-10 16:52:52,terimakasih selalu mempermudah transaksu kami,BRI,terimakasih selalu mudah transaksu
Pengguna Google,5,2026-02-10 16:45:12,Dengan BRImo saya merasa terbantu sekali dalam semua aktifitas pembayaran saya. Terimakasih BRImo,BRI,brimo rasa bantu sangat semua aktifitas bayar terimakasih brimo
Pengguna Google,3,2026-02-10 16:44:08,"jadi bingung..makin kesini,,makin kesana..masuk aplikasi layar hp,hanya putih..harus mulai dari awal lagi..hmm diperbaiki yach..??",BRI,jadi bingung makin kesini makin kesana hasil aplikasi layar handphone tertawa putih tertawa gas awal pikir baik yach
Pengguna Google,1,2026-02-10 16:37:24,knp brimo saya tidak bisa di buka?,BRI,knp brimo tidak_dapat buka
Pengguna Google,5,2026-02-10 16:34:55,bagus dan baik,BRI,baik bagus
Pengguna Google,1,2026-02-10 16:09:58,mau download tapi tidak jadi sbb banyak bilang BRImo sekarang tidak baik,BRI,unduh tidak_jadi sbb banyak bilang brimo skrg tidak_bagus
Pengguna Google,5,2026-02-10 16:03:49,sangat bagus dan sangat membantu terimah kasih🙏🏻,BRI,sangat baik sangat bantu terimah kasih
Pengguna Google,3,2026-02-10 16:03:08,maaf nih kok akhir akhir ini.pake brimo gak bisa ya.setiap buka briomo selalu ngebleng jadi putih.ujung ujungnya brimo tidak menanggapi.ini sudah yang ke 10 kali.copot pasang copot pasang.,BRI,maaf nih akhir akhir pake brimo tidak_dapat buka briomo selalu layar putih jadi putih ujung ujung brimo tidak_menanggapi kali uninstal instal uninstal instal
Pengguna Google,5,2026-02-10 15:39:53,I like..👌..,BRI,i like
Pengguna Google,5,2026-02-10 15:36:00,"sudah sering kali bikin kesel, mau login aja susah padahal jaringan bgs. masa mau uninstal ters bikin capek harus danwdlod lagi",BRI,sering kali bikin kesal login sulit padahal jaring baik masa copot ters bikin capek tertawa danwdlod
Pengguna Google,5,2026-02-10 15:22:53,sangat berguna sekali Aplikasi nya Terima kasih,BRI,sangat sangat aplikasi nya terima kasih
Pengguna Google,5,2026-02-10 15:02:00,saya sangat puas mengunakan aplikasi brimo sangat membantu sekali..🙏,BRI,sangat puas mengunakan aplikasi brimo sangat bantu sangat
Pengguna Google,5,2026-02-10 15:01:21,sangat puas dan brmanfaat,BRI,sangat puas brmanfaat
Pengguna Google,5,2026-02-10 15:00:20,"sangat mudah,cepat untuk bertransaksi.",BRI,sangat mudah cepat transaksi
Pengguna Google,1,2026-02-10 14:59:28,ribet komplen dowload brimo dulu uang gak bisa keluar dari atm,BRI,rumit komplen dowload brimo lebih uang tidak_dapat keluar
Pengguna Google,2,2026-02-10 14:57:51,susah banget buat login,BRI,sulit sangat login
Pengguna Google,5,2026-02-10 14:56:40,login terus menerus,BRI,login kemudian terus
Pengguna Google,5,2026-02-10 14:48:06,praktis di brimo,BRI,praktis brimo
Pengguna Google,5,2026-02-10 14:39:32,sangat mudah untuk transaksi Saya shukaaaaa,BRI,sangat mudah transaksi shuka
Pengguna Google,5,2026-02-10 14:37:31,praktis transaksi semakin mudah,BRI,praktis transaksi makin mudah
Pengguna Google,5,2026-02-10 14:26:07,mudah operasionalnya,BRI,mudah operasional
Pengguna Google,1,2026-02-10 14:13:49,login ribet harus verifikasi pakai KTP segala hadeh mlh makin parah ini apk,BRI,login rumit tertawa verifikasi pakai ktp segala tertawa mlh makin banget aplikasi
Pengguna Google,2,2026-02-10 14:10:23,kenapa gak bisa masuk,BRI,tidak_dapat hasil
Pengguna Google,5,2026-02-10 13:58:29,transaksi menjadi mudah..,BRI,transaksi jadi mudah
Pengguna Google,3,2026-02-10 13:57:11,tolong ganti suara notifikasi iklanya. jangan sama kalau pas transfer n ada dana masuk. sebel.,BRI,bantu ganti suara notifikasi iklanya jangan_sama pas transfer n dana hasil kesal
Pengguna Google,3,2026-02-10 13:56:05,kenapa ya kk hari ini saya tidak bisa buka aplikasi brimo 🙏,BRI,kk tertawa tidak_dapat buka aplikasi brimo
Pengguna Google,2,2026-02-10 13:53:16,ko knpa ya brimo sya ga bisa di buka aplikasinya keluar putih doang tlng blz tolong perbaiki brimonya apa LG gangguan kah atau masalah apa,BRI,ko knpa brimo sya tidak_dapat buka aplikasi keluar putih doang tlng blz bantu baik brimonya kendala teknis kendala
Pengguna Google,1,2026-02-10 13:51:50,bank ribet gk rekomend ya ini kenapa akun bri sya di tiba² di blokir gk jelass pas mau login di hp yg baru pdahal udh bener juga pasword ny,BRI,bank rumit tidak_rekomend akun bank rakyat indonesia sya tiba2 blokir tidak_jelass pas login handphone new pdahal benar pasword ny
Pengguna Google,5,2026-02-10 13:48:10,mantull,BRI,mantull
Pengguna Google,4,2026-02-10 13:42:19,mohon maaf..saya mau buka aplikasi brimo dan terkendala pasword saya salah ketika mau login dan saya pakai lupa password di aplikasi tapi setiap dapat SMS otp sudah masuk tp tetap tidak bisa dan kembali ke aplikasi brimo terus dan harus mengisi data lagi setelah itu harus menunggu SMS lagi akhirnya kembali lagi seperti itu tanpa saya tidak diberi pasword/username yg saya minta.. mohon solusinya.. terimakasih,BRI,mohon maaf buka aplikasi brimo kendala pasword keliru login pakai lupa password aplikasi sms kode verifikasi hasil tetap tidak_dapat aplikasi brimo kemudian tertawa isi data abis tertawa tunggu sms akhir tidak_diberi pasword username minta mohon solusi terimakasih
Pengguna Google,1,2026-02-10 13:41:09,"ko abis buat akun trus kembali,buka lagi ko GK bisa paswordnya,salah trus,padahal udah sama kaya yg di daftarin,gmn sih",BRI,ko habis akun kemudian buka ko tidak_dapat paswordnya keliru kemudian padahal sama daftarin bagaimana partikel
Pengguna Google,2,2026-02-10 13:33:00,pembaharuan jadi jelek. masak tiap buka Aplikasi minta verivikasi sama foto KTP terus.,BRI,baharu jadi buruk masak tiap buka aplikasi minta verivikasi sama foto ktp kemudian
Pengguna Google,5,2026-02-10 13:17:39,Mempermudah Proses,BRI,mudah proses
Pengguna Google,1,2026-02-10 13:09:36,"Transaksi lewat BRIMO lebih mudah dan cepat, tapi sayang login ulang akun brimo verifikasi foto KTP nya menyusahkan sekali, sudah coba berkali-kali sampai jengkel, sinyal bagus atau tidak sama saja.",BRI,transaksi lewat brimo lebih mudah cepat sayang login ulang akun brimo verifikasi foto ktp nya susah sangat coba kali kali jengkel sinyal baik tidak_sama
Pengguna Google,5,2026-02-10 12:56:11,"simple, praktis dan mudah digunakan.",BRI,simple praktis mudah guna
Pengguna Google,5,2026-02-10 12:54:17,Ok baik,BRI,baik bagus
Pengguna Google,5,2026-02-10 12:54:09,"ok, praktis",BRI,baik praktis
Pengguna Google,5,2026-02-10 12:52:58,untuk pembayaran lebih cepat dan mudah,BRI,bayar lebih cepat mudah
Pengguna Google,1,2026-02-10 12:52:13,huuhhh parah g bs di buka gw mo bayar cicilan gmn ini... bikin n emosi,BRI,huuh banget bs buka bayar cicil bagaimana bikin n emosi
Pengguna Google,1,2026-02-10 12:50:39,ga bisa di buka aplikasi nya g muncul menu nya,BRI,tidak_dapat buka aplikasi nya muncul menu nya
Pengguna Google,5,2026-02-10 12:46:16,memuaskan dan mudah,BRI,muas mudah
Pengguna Google,5,2026-02-10 12:44:00,mantav top markotop.brimo semoga makin lancar jaya transaksi keluar masuk nya.dan makin murah biaya nya.terimakasih...,BRI,mantav top markotop brimo moga makin lancar jaya transaksi keluar hasil nya makin murah biaya nya terimakasih
Pengguna Google,5,2026-02-10 12:38:22,aplikasihnya mantab sekali,BRI,aplikasihnya mantab sangat
Pengguna Google,5,2026-02-10 12:26:35,simple dan mudah di pahami jadi sehingga sangat gampang bagi penguna baru,BRI,simple mudah paham jadi sangat mudah penguna new
Pengguna Google,5,2026-02-10 12:26:00,sangat mempermudan dalam ber transaksi,BRI,sangat mud ber transaksi
Pengguna Google,2,2026-02-10 12:16:29,brimo saya tidak bisa di buka,BRI,brimo tidak_dapat buka
Pengguna Google,5,2026-02-10 12:11:25,selalu okeee. bisa investasi emas,BRI,selalu bagus investasi emas
Pengguna Google,1,2026-02-10 12:07:47,"tiap mau transaksi slalu minta verivikasi terus, dan akhirnya ga bisa transaksi, makin buruk pelayanan aplikasi",BRI,tiap transaksi slalu minta verivikasi kemudian akhir tidak_dapat transaksi makin jelek layan aplikasi
Pengguna Google,5,2026-02-10 11:54:38,"Mantap, Terbaik",BRI,mantap baik
Pengguna Google,5,2026-02-10 11:52:51,baikkk,BRI,bagus
Pengguna Google,5,2026-02-10 11:50:51,cukup fleksibel,BRI,cukup fleksibel
Pengguna Google,5,2026-02-10 11:41:49,transaksi lebih mudah dan aman,BRI,transaksi lebih mudah aman
Pengguna Google,5,2026-02-10 11:37:37,apk nya mudah di mengerti ama petugas bank nya ramah ramah,BRI,aplikasi nya mudah erti ama tugas bank nya ramah ramah
Pengguna Google,5,2026-02-10 11:36:01,Sudah 4 Tahun saya memakai Brimo sangat puas,BRI,tahun pakai brimo sangat puas
Pengguna Google,5,2026-02-10 11:25:19,sangat puas dan sangat cepat,BRI,sangat puas sangat cepat
Pengguna Google,5,2026-02-10 11:23:46,"untuk beli paketan kuwota Telkomsel knapa menunya gak ada, cuman adanya beli pulsa reguler,tolong di benerin kaya dulu lagi",BRI,beli paket kuwota telkomsel knapa menu tidak_ada cuman ada beli pulsa reguler bantu benerin lebih
Pengguna Google,4,2026-02-10 11:14:34,"kenapa ahir ahir ini sering kali nge'bug ,tolong di perbaiki,kita mau tranfer jd tertunda gegara sistem ga bisa di buka,,, kok sampe sekarang belum bisa di buka aplikasi brimo nya",BRI,ahir ahir sering kali nge rusa aplikasi bantu baik tranfer jadi tunda gegara sistem tidak_dapat buka sampe skrg belum_dapat buka aplikasi brimo nya
Pengguna Google,5,2026-02-10 11:13:57,"membantu skli,tidak ribet,mudah diaplikasikan",BRI,bantu skli tidak_rumit mudah aplikasi
Pengguna Google,5,2026-02-10 11:07:37,"sangat membantu, aktivasi via hp android pun berhasil",BRI,sangat bantu aktivasi via handphone sistem operasi android sukses
Pengguna Google,5,2026-02-10 10:57:49,aplikasi nya membantu untuk transaksi lebih mudah dan efesien,BRI,aplikasi nya bantu transaksi lebih mudah efesien
Pengguna Google,5,2026-02-10 10:44:17,app sangat membantu,BRI,aplikasi sangat bantu
Pengguna Google,5,2026-02-10 10:42:44,sangat memudahkan dalam bertransaksi.👍👍👍,BRI,sangat mudah transaksi
Pengguna Google,1,2026-02-10 10:35:37,kenapa brimo ga bisa di buka lg,BRI,brimo tidak_dapat buka
Pengguna Google,5,2026-02-10 10:33:23,brimo mantap. good pisan pokonamah.,BRI,brimo mantap good pis pokonamah
Pengguna Google,5,2026-02-10 10:25:40,Hari Senin 09-02-2026 ke CS BRI pelayanan cukup bagus dan ramah,BRI,tertawa senin customer service bank rakyat indonesia layan cukup baik ramah
Pengguna Google,1,2026-02-10 10:21:56,kirim uang ke aplikasi DANA sebesar 800 ribu. saldo kepotong tapi uang tidak masuk di laporan uang keluar tertulis gagal tapi pas minta ditindak di cs udah selesai tapi saldo tidak dikembalikan,BRI,kirim uang aplikasi dana besar ribu saldo potong uang tidak_berhasil lapor uang keluar tulis gagal pas minta tindak customer service selesai saldo tidak_dikembalikan
Pengguna Google,4,2026-02-10 10:16:31,Tolong notifikasi promo dan uang masuk itu dibedakan. itu aja sih,BRI,bantu notifikasi promosi uang hasil beda partikel
Pengguna Google,5,2026-02-10 10:13:21,oke sih simpel,BRI,bagus partikel simpel
Pengguna Google,5,2026-02-10 10:12:09,aplikasi yang memudahkan nasabah dalam melakukan transaksi keuangan.,BRI,aplikasi mudah nasabah laku transaksi uang
Pengguna Google,5,2026-02-10 10:11:07,Brimo ok,BRI,brimo baik
Pengguna Google,5,2026-02-10 10:07:22,"cepat, mudah, praktis, membantu",BRI,cepat mudah praktis bantu
Pengguna Google,5,2026-02-10 10:05:43,sangat memudahkan untuk bertrans saksi 👍🏻👍🏻,BRI,sangat mudah trans saksi
Pengguna Google,1,2026-02-10 10:04:29,jelek pindah ke apk lain,BRI,buruk pindah aplikasi
Pengguna Google,1,2026-02-10 10:03:02,"hati"" aja yang pake bri saya transaksi pake qris 400 gagal tapi saldo nya hilang",BRI,tertawa pake bank rakyat indonesia transaksi pake qr code indonesia standard gagal saldo nya tertawa
Pengguna Google,1,2026-02-10 09:54:13,"aplikasi ribet, PAYAH",BRI,aplikasi rumit payah
Pengguna Google,1,2026-02-10 09:52:44,uang suka hilang tiba tiba tanpa notifikasi bulan lalu hilang 200 ribu lebih tadi hilang 1 jt lebih tanpa notifikasi,BRI,uang suka tertawa tiba tiba notifikasi bulan lalu tertawa ribu lebih tadi tertawa jt lebih notifikasi
Pengguna Google,5,2026-02-10 09:48:44,mantap BRIMO memudahkan saya dalam beraktivitas,BRI,mantap brimo mudah aktivitas
Pengguna Google,5,2026-02-10 09:43:41,kebapa aplikasi BRIMO sy gk bisa di buka,BRI,bapa aplikasi brimo tidak_dapat buka
Pengguna Google,3,2026-02-10 09:43:23,sekarang susah dibuka brimo tiap kali dibuka layar berubah putih,BRI,skrg sulit buka brimo tiap kali buka layar ubah putih
Pengguna Google,5,2026-02-10 09:34:12,saya sangat menyukai bang bri,BRI,sangat suka bang bank rakyat indonesia
Pengguna Google,2,2026-02-10 09:32:18,kenapa BRI mo sudah tidak bisa di buka lagi..ketika ingin masuk langsung timbul layar putih terus langsung kembali lagi,BRI,bank rakyat indonesia tidak_dapat buka hasil segera timbul layar putih kemudian segera
Pengguna Google,3,2026-02-10 09:24:12,ini sekarang kalo mau buka harus lama banget ya? harus ke playstore dulu baru bisa ke buka?,BRI,skrg buka tertawa lambat sangat tertawa toko google play lebih new buka
Pengguna Google,1,2026-02-10 09:20:40,"setiap kali dibuka setelah warna biru berubah putih dan hrs instal dan regristrasi ulang, sudah 2 kali sy alami dan sekarang sy tidak instal lagi... update brimo makin menyulitkan",BRI,kali buka abis warna biru ubah putih hrs pasang regristrasi ulang kali alami skrg tidak_pasang baru brimo makin sulit
Pengguna Google,5,2026-02-10 09:10:57,apk ini sangat membantu.mudah dan cepat,BRI,aplikasi sangat bantu mudah cepat
Pengguna Google,5,2026-02-10 09:09:57,Selama saya menjadi nasaba BRI tidak ada masalah atau pun gangguan apa pun BRI sangat membantu saya semoga BRI semakin jaya dan maju 🙏🏻❤️,BRI,lama jadi nasaba bank rakyat indonesia tidak_ada kendala kendala teknis bank rakyat indonesia sangat bantu moga bank rakyat indonesia makin jaya maju
Pengguna Google,5,2026-02-10 08:55:38,Top markotop,BRI,top markotop
Pengguna Google,4,2026-02-10 08:44:44,bagus memudahkan transaksi tapi untuk transfer ke dana sering trobel cuma itu problem saya,BRI,baik mudah transaksi transfer dana sering trobel problem
Pengguna Google,5,2026-02-10 08:42:42,"Suka banget sm aplikasi ini, memudahkan semua urusan keuangan bisa setor dan tarik tunai tanpa kartu",BRI,suka sangat sama aplikasi mudah semua urus uang setor tarik tunai kartu
Pengguna Google,1,2026-02-10 08:37:11,"kalo transaksi atau top up e-wallet mengalami gagal, saldo kalian akan hilang dari saldo bri dan itu ada riwayat transaksinya tapi tidak dikembalikan lagi kesaldo bri hal ini jadi perhatian khusus bagi saya tentang BRI",BRI,transaksi top upload e wallet alami gagal saldo kalian tertawa saldo bank rakyat indonesia riwayat transaksi tidak_dikembalikan saldo bank rakyat indonesia jadi perhati khusus bank rakyat indonesia
Pengguna Google,5,2026-02-10 08:21:30,"kenapa aplikasi brimo sekarang di buka muncul layar putih sehingga tidak bisa akses,,,tolong berikan tanggapan apa penyebabnya,,,dan tolong bantu untuk bisa buka",BRI,aplikasi brimo skrg buka muncul layar putih tidak_dapat akses bantu ikan tanggap sebab bantu buka
Pengguna Google,5,2026-02-10 08:08:44,Sangat mudah digunakan dan simple,BRI,sangat mudah guna simple
Pengguna Google,5,2026-02-10 07:49:37,sangat membantu masyarakat,BRI,sangat bantu masyarakat
Pengguna Google,1,2026-02-10 07:30:07,bintang bicara.. susah mau transaksi pke brimo hrs tiap hr uninstal-instal-daftar ulang dst..dst..dst CPDH..😥,BRI,bintang bicara sulit transaksi pakai brimo hrs tiap hr copot pasang daftar ulang cpdh
Pengguna Google,1,2026-02-10 07:18:42,"makin kesini makin lemot versi barunya , bungnya banyak tolong diperbaiki agar lebih efektif",BRI,makin kesini makin lambat version baru bung banyak bantu baik lebih efektif
Pengguna Google,5,2026-02-10 07:12:26,Brimo sering ga bisa di buka nge blank..knp ya?,BRI,brimo sering tidak_dapat buka nge layar putih knp
Pengguna Google,1,2026-02-10 07:01:02,"ngapain di bikin ribet sat??? masa iya harus foto ktp??? pake aplikasi biar mudah transaksi setiap saat saat dan darurat/ tak bawa dompet, kok malah suruh fto ktp?? mikir !!!!",BRI,laku bikin rumit sat masa tertawa foto ktp pake aplikasi biar mudah transaksi darurat tidak_bawa dompet malah suruh fto ktp mikir
Pengguna Google,5,2026-02-10 06:56:38,lebih mudah untuk transaksi apapun mantap,BRI,lebih mudah transaksi apa mantap
Pengguna Google,1,2026-02-10 06:55:46,"stlh uninstall dan install lg hanya brfungsi 2 hari, setelah itu blank putih, g' bs dibuka",BRI,stlh hapus aplikasi instal aplikasi tertawa brfungsi tertawa abis layar putih putih bs buka
Pengguna Google,1,2026-02-10 06:53:24,tiba2 ngeblank layar putih dan akhirnya uninstall,BRI,tiba2 layar putih layar putih akhir hapus aplikasi
Pengguna Google,5,2026-02-10 06:51:28,Ok lebih mudah,BRI,baik lebih mudah
Pengguna Google,3,2026-02-10 06:40:35,"baru download lgi layar dah putih lagi jah ... gx bisa dipakai ,,,harus berpa kli download byar aman kya dulu .... please perbaiki lagi...",BRI,new unduh lgi layar putih jah tidak_dapat pakai tertawa berpa kli unduh byar aman kya lebih please baik
Pengguna Google,1,2026-02-10 06:25:11,"sudah 5 tahun pakai brimo ga pernah ada kendala,tp sejak akhir tahun 2025 brimo sering eror g bs login hanya keluar layar putih,solusi cuma uninstal kemudian instal ulang tp cuma 3 hari saja brimo bisa dipakai kemudian ga bs login lagi hanya keluar layar putih,sudah bolak balik saya uninstal lalu instal ulang agar bisa dipakai mohon solusinya min, sudah pernah kirim kendala via email tp cuma dibalas ''tidak ada kendala di sitem kami """,BRI,tahun pakai brimo tidak_pernah masalah sejak akhir tahun brimo sering error bs login tertawa keluar layar putih solusi copot kemudian pasang ulang tertawa brimo pakai kemudian tidak_bs login tertawa keluar layar putih bolak balik copot lalu pasang ulang pakai mohon solusi min pernah kirim masalah via email balas tidak_ada masalah sitem
Pengguna Google,5,2026-02-10 06:16:52,ok mudah aman mantab,BRI,baik mudah aman mantab
Pengguna Google,1,2026-02-10 06:16:19,jelek banget ini aplikasi bermasalah klw sdh update,BRI,buruk sangat aplikasi masalah klw baru
Pengguna Google,5,2026-02-10 06:13:15,brimo saya ko engak bisa dibuka???,BRI,brimo ko engak buka
Pengguna Google,1,2026-02-10 06:06:45,"pakai brimo dr dulu sangat membantu, tapi kok sekarang aplikasi brimo di buka nggak bisa2 , di buka lama terus keluar lagi , harus hapus aplikasi, download ulang berkali-kali",BRI,pakai brimo lebih sangat bantu skrg aplikasi brimo buka tidak_bisa2 buka lambat kemudian keluar tertawa tertawa aplikasi unduh ulang kali kali
Pengguna Google,1,2026-02-10 05:51:16,"tolong diperbaiki lagi, krna susah sekali dipake, harus uninstall dulu download lgi log in lgi dri awal ribet bgt Bru bsa dipake",BRI,bantu baik krna sulit sangat dipake tertawa hapus aplikasi lebih unduh lgi log in lgi dri awal rumit sangat bru bsa dipake
Pengguna Google,5,2026-02-10 05:20:41,"bagus, mempermudah saya untuk mentransfer tarik tunai dan lainnya",BRI,baik mudah transfer tarik tunai lain
Pengguna Google,2,2026-02-10 05:14:39,Erorr terus gak bisa kebuka setelah update aplikasi. Sangat merepotkan,BRI,erorr kemudian tidak_dapat buka abis baru aplikasi sangat repot
Pengguna Google,5,2026-02-10 04:55:12,senang menggunakan aplikasi brimo,BRI,senang guna aplikasi brimo
Pengguna Google,5,2026-02-10 04:07:56,"terimakasih untuk BRI yang melayani dengan sepenuh hati,terimakasih,memudahkan dalam semua transaksi sehari2.",BRI,terimakasih bank rakyat indonesia layan sepenuh tertawa terimakasih mudah semua transaksi sehari2
Pengguna Google,5,2026-02-10 04:04:51,sangat mudah di akses dan sangat membantu kita,BRI,sangat mudah akses sangat bantu
Pengguna Google,4,2026-02-10 03:31:14,sulit juga daftar brimo-nya..apa harus ke bank ya saya,BRI,sulit daftar brimo nya tertawa bank
Pengguna Google,5,2026-02-10 02:37:29,terbaik. adalah. pilihan sendiri. bukan saran. orang linai. betul,BRI,baik pilih sendiri bukan_saran orang lai benar
Pengguna Google,5,2026-02-10 02:00:13,tambahkan fitur lupa pin,BRI,tambah fitur lupa kode akses
Pengguna Google,5,2026-02-10 01:27:41,bngus ga sprti dlu sring nganguan,BRI,bngus tidak_sprti lebih sring nganguan
Pengguna Google,3,2026-02-10 00:57:19,Mantap serba guna untuk transaksi.kasih bintang 3 dulu.nanti fitur sudah afgeref lebih detail lagi gue kasih 5 bintang.terimakasih sudah jadi nasabah lama bri,BRI,mantap serba guna transaksi kasih bintang lebih fitur afgeref lebih detail kasih bintang terimakasih jadi nasabah lambat bank rakyat indonesia
Pengguna Google,5,2026-02-10 00:54:46,goodbjob,BRI,goodbjob
Pengguna Google,5,2026-02-10 00:45:39,mantap..simpel dan terpercaya,BRI,mantap simpel aman
Pengguna Google,3,2026-02-10 00:44:56,selama ini aplikasi brimo menang sangat membantu dan mempermudah transaksi namu kenapa dengan saat ini akun brimo saya ndak bisa masuk dan hanya menampilkan warna putih saja apakah terkait problem yg saya alami saat ini?,BRI,lama aplikasi brimo menang sangat bantu mudah transaksi namu akun brimo tidak_dapat hasil tertawa tampil warna putih kait problem alami
Pengguna Google,1,2026-02-10 00:33:27,"aplikasi tolol, verif wajah gagal terus. harus oplas kah?",BRI,aplikasi tolol verifikasi wajah gagal kemudian tertawa oplas
Pengguna Google,5,2026-02-10 00:33:25,App ini tolong di perbarui. Ya BRI..,BRI,aplikasi bantu update bank rakyat indonesia
