userName,score,at,content,sumber_bank,teks_bersih,label,label_code
Pengguna Google,4,2025-11-27 09:30:52,diupdate malah indikator sinyal di kanan atas gamau berubah hijau selalu merah gimana ini? susah banget buat transaksi tolong dibenerin lah saya kasih bintang 5 nanti,BCA,diupdate malah indikator sinyal kanan atas tidak_mau ubah tertawa selalu merah bagaimana sulit sangat transaksi bantu dibenerin partikel kasih bintang,positive,2
Mega Putri,3,2025-12-16 07:07:06,tidak bisa langsung liat saldo ktika ada pengeluaran dan pemasukan secara rinci. hnya bisa liat saldo secara global saja. lebih bagus BNI yg sblmnya,BNI,tidak_dapat segera liat saldo ktika keluar pasu rinci hnya liat saldo global lebih baik bank negara indonesia sblmnya,neutral,1
Pengguna Google,5,2026-01-12 15:17:02,sangat mudah dan nyaman dalam Bertransaksi,BNI,sangat mudah nyaman transaksi,positive,2
Pengguna Google,1,2026-02-03 23:27:11,"aplikasi gk jelas, ruwet......!! aplikasi gk bisa dibuka, hanya layar putih yg keluar, udah ngurus di cs bank bri terdekat, bisa digunakan lagi cuma 2 hari, giliran ada urusan urgent, sampai sekarang kembali lg yg nongol cm layar putih kosong.... lantas, harus dibakar dulu atau diapain dulu lagi agar bisa digunakan? kebanyakan buang waktu, klo aplikasi blm jelas berguna, knp udh direlease?? he??",BRI,aplikasi tidak_jelas ruwet aplikasi tidak_dapat buka tertawa layar putih keluar ngurus customer service bank bank rakyat indonesia dekat guna tertawa gilir urus penting skrg nongol layar putih kosong lantas tertawa bakar lebih diapain lebih guna banyak buang waktu aplikasi blm jelas knp direlease he,negative,0
Pengguna Google,1,2026-02-07 00:22:23,bobrok,BCA,bobrok,negative,0
Pengguna Google,5,2026-01-30 19:19:12,sangat membantu transaksi keuangan,BNI,sangat bantu transaksi uang,positive,2
Pengguna Google,1,2025-09-02 15:51:01,"di hp aku tidak bisa di buka ,redmi 12",BCA,handphone tidak_dapat buka redmi,negative,0
Pengguna Google,5,2025-08-05 16:42:10,oke sngt membanntu pada saat sdg mobile,BCA,bagus sngt membanntu sdg mobile,positive,2
Pengguna Google,1,2026-01-13 21:03:55,"susah mendapatkan kode otp,gabisa daftar",BCA,sulit dapat kode kode verifikasi tidak_bisa daftar,negative,0
Pengguna Google,5,2025-11-15 22:11:49,baik & mempermudah,BCA,bagus mudah,positive,2
Pengguna Google,1,2025-09-17 21:18:36,"pembayaran pakai qris kaga masuk, tapi saldo terpotong sangat mengecewakan , mending beralih pakai bank lain",BCA,bayar pakai qr code indonesia standard tidak_berhasil saldo potong sangat kecewa mending alih pakai bank,negative,0
Siti Rahma,2,2025-07-15 18:49:54,"bagus tapi aneh, saya mau pindah perengkat aja lama bgt proses nya, giliran cepet tapi masa kirim otp ga masuk² smpe 3 kali, udh gitu lemot bgt, pdhl jaringan kenceng, lg buru buru jadi susah",BCA,baik aneh pindah perengkat lambat sangat proses nya gilir cepet masa kirim kode verifikasi tidak_masuk2 smpe kali lambat sangat pdhl jaring kenceng buru buru jadi sulit,negative,0
Eka Fitri,5,2026-01-23 09:52:02,aplikasinya bagus bray,BRI,aplikasi baik bray,positive,2
Pengguna Google,1,2025-08-18 06:12:29,Mengobok-obok data nasabah😮‍💨,BCA,kobok obok data nasabah,negative,0
alexander fernandes,1,2025-12-15 10:09:40,"buka rekening online bni di aplikasi wondr bisa gak ya? saya tanya livechat gak ada respon responnya, ke agen bni46 nanya buka rekening laku pandi gk bisa",BNI,buka rekening aktif bank negara indonesia aplikasi wondr tidak_ya tanya livechat tidak_ada respon responnya agen bni46 nanya buka rekening laku pandi tidak_dapat,negative,0
Pengguna Google,3,2026-02-10 13:56:05,kenapa ya kk hari ini saya tidak bisa buka aplikasi brimo 🙏,BRI,kk tertawa tidak_dapat buka aplikasi brimo,neutral,1
Pengguna Google,5,2025-12-16 16:51:52,biar bintang yg menjelaskan pokoe josss jiissssss,BNI,biar bintang jelas pokoe jos jiis,positive,2
Pengguna Google,5,2026-02-19 21:31:35,mantapp lebih mudah,BRI,mantapp lebih mudah,positive,2
Pengguna Google,5,2026-01-28 20:11:26,baik dan baik,BNI,bagus bagus,positive,2
Pengguna Google,5,2026-02-12 19:20:22,"Aplikasi keren, sangat membantu 👍",BRI,aplikasi keren sangat bantu,positive,2
Pengguna Google,5,2026-02-16 11:19:49,bekerja dengan baik,BRI,kerja bagus,positive,2
Pengguna Google,1,2025-08-14 23:26:23,"kecewa ternyata bca tidak menjaga privasi nasabah , sangat2 kecewa",BCA,kecewa nyata bank central asia tidak_menjaga privasi nasabah sangat2 kecewa,negative,0
Ashel Forius,4,2026-01-20 17:04:12,"aplikasi brimo ini cukup bagus yaa memuaskan yang terjadi masalah adalah ketika kerabat saya transfer uang dari luar negeri ke Indonesia itu biasa nya dari luar negeri jam 10 pagi di di Indonesia jam 3 sore sudah masuk, tetapi ini justru engga seperti biasa nya melainkan paling lambat satu hari ini agak sedikit mengecewakan respon yang lambat dari brimo",BRI,aplikasi brimo cukup baik muas jadi kendala kerabat transfer uang luar negeri indonesia biasa nya luar negeri jam pagi indonesia jam sore hasil justru engga biasa nya paling lambat satu tertawa sedikit kecewa respon lambat brimo,positive,2
Pengguna Google,1,2026-02-22 15:21:18,kadang bisa di buka kadang gak bisa emang ga jelas,BNI,kadang buka kadang tidak_dapat emang tidak_jelas,negative,0
Pengguna Google,5,2026-02-25 13:04:16,Memudahkan dalam semua transaksi,BNI,mudah semua transaksi,positive,2
Pengguna Google,2,2025-11-12 16:49:31,hari ini knpa VA.nya gagal terus ya?,BCA,tertawa knpa va nya gagal kemudian,negative,0
Pengguna Google,1,2026-02-15 12:14:58,susah dibuka lama sekali loading nya,BNI,sulit buka lambat sangat loading nya,negative,0
Pengguna Google,5,2025-11-11 05:19:32,Banyak manfaatnya untuk dalam keadaan apapun,BCA,banyak manfaat ada apa,positive,2
Pengguna Google,1,2026-02-04 08:23:02,kurang baik sering hilang aplikasi atau macet,BRI,kurang_bagus sering tertawa aplikasi macet,negative,0
Pengguna Google,1,2026-02-05 19:31:07,kenapa setiap transaksi ke dana atau e walet lainya habis mahrib selalu ga bisa terus juga sering bertuliskan metode ini sekarang tidak ada apk ga guna,BRI,transaksi dana e walet lai tertawa mahrib selalu tidak_dapat kemudian sering tulis metode skrg tidak_ada aplikasi tidak_berguna,negative,0
Pengguna Google,5,2025-09-07 19:01:53,cakep,BCA,cakep,positive,2
Pengguna Google,5,2026-01-31 00:45:14,aplikasi sgt membantu sekali,BRI,aplikasi sgt bantu sangat,positive,2
Pengguna Google,1,2026-01-16 22:35:38,Selalu error aplikasi nya makin jelek.,BNI,selalu error aplikasi nya makin buruk,negative,0
Pengguna Google,5,2025-10-04 07:19:50,biar bintang yang bicara...poko nya the best,BCA,biar bintang bicara poko nya the best,positive,2
rifdah alkomariah,4,2025-07-18 08:02:38,haloo kak kenapa apl saya update lagi tidak bisa di play store nya loading terus,BCA,tertawa kak apl baru tidak_dapat google play toko aplikasi nya loading kemudian,positive,2
Pengguna Google,4,2026-01-19 15:11:42,mudah2an tdk ada biaya transfer,BNI,mudah2an tidak_ada biaya transfer,positive,2
Pengguna Google,5,2026-01-24 23:34:38,Kok sekarang apknya udah gk bisa screenshot mutasi sama saldo yah,BRI,skrg apknya tidak_dapat screenshot mutasi rekening sama saldo yah,positive,2
Pengguna Google,5,2026-01-13 12:00:35,Mantab & praktis,BCA,mantab praktis,positive,2
Ijah Ijah,5,2026-01-21 14:50:00,semua praktis aman,BRI,semua praktis aman,positive,2
Pengguna Google,1,2025-11-15 11:25:40,"selalu perbarui SIM id card, berapa kali harus beli pulsa, apk jelek. iya udh aq pakek SIM yang terdaftar di bca Mobile, tapi tetep sajah sering suruh daftar kembali aq kecewa banget.ini udh kejadian lagi padahal stiap bulan udah ada 10.000 , emang apk bca ini apa sebangsat gini",BCA,selalu update sim id card berapa kali tertawa beli pulsa aplikasi buruk pakek sim daftar bank central asia mobile tetep sajah sering suruh daftar kecewa sangat jadi padahal stiap bulan emang aplikasi bank central asia bangsat gin,negative,0
Pengguna Google,5,2026-01-07 12:23:46,simpel dan membantu transaksi,BNI,simpel bantu transaksi,positive,2
Pengguna Google,1,2025-08-15 00:13:15,Sangat kecewa dengan berita yang beredar,BCA,sangat kecewa berita edar,negative,0
Pengguna Google,5,2025-12-29 22:06:18,Sat set,BNI,sat set,positive,2
Pengguna Google,5,2026-02-10 19:16:37,besttttt bgtttt luvvvv,BNI,best sangat luv,positive,2
Pengguna Google,1,2026-01-31 11:34:34,brimo rouwettttt,BRI,brimo rouwet,negative,0
Pengguna Google,1,2026-01-25 10:15:57,buruk ganguan terus muak aku sama BNI wonder harus bolak balik instal unstal,BNI,jelek ganguan kemudian muak sama bank negara indonesia wonder tertawa bolak balik pasang unstal,negative,0
Pengguna Google,5,2025-12-22 21:56:51,cepat banget di setiap transaksi,BNI,cepat sangat transaksi,positive,2
Pengguna Google,1,2026-01-17 02:57:10,"top up kartu Flazz gagal tapi saldo kepotong parah, ini bukan 1 kali 2 kali saya sering mengalami seperti ini, tolong bca secepat nya atasi masa saya harus nunggu 2 hari baru d proese . BCA PAYAH 👎👎👎👎",BCA,top upload kartu kartu flazz gagal saldo potong banget bukan_1 kali kali sering alami bantu bank central asia cepat nya atas masa tertawa nunggu tertawa new d proese bank central asia payah,negative,0
Pengguna Google,2,2025-09-11 00:50:33,"saya melakukan pembayaran QR, dana tidak masuk di penerima, saldo saya terpotong, mutasi juga ada. ini uang kemana sebenarnya. tolong pihak bca bertanggung jawab.",BCA,laku bayar qr code dana tidak_berhasil terima saldo potong mutasi rekening uang benar bantu pihak bank central asia tanggung jawab,negative,0
Abie Akas,3,2025-12-11 10:33:13,"sering gagal kebuka dan keterangannya internet tidak ada, padahal jaringan lg bagus, kalo buru-buru bikin emosi, beda sama aplikasi perbankan lainnya, tlg diperbaiki yg di android",BNI,sering gagal buka terang internet tidak_ada padahal jaring baik buru buru bikin emosi beda sama aplikasi perban lain bantu baik sistem operasi android,neutral,1
Pengguna Google,5,2026-02-24 05:20:51,"aman nyaman, sangat mudah di gunakan, puas lah",BRI,aman nyaman sangat mudah guna puas partikel,positive,2
Pengguna Google,5,2025-12-05 14:59:21,mudah banget mau tf tf nya,BCA,mudah sangat transfer transfer nya,positive,2
Pengguna Google,1,2026-02-20 11:36:31,mau masuk lagi soalnya ganti hp susah amattt!! masuk berkali2 gagal teruss!! mana pake pulsa sampe habis pulsa!! ini gimana?? pulsa udah kepake tapi belum bisa masuk???,BCA,hasil ganti handphone sulit hasil berkali2 gagal teruss mana pake pulsa sampe tertawa pulsa bagaimana pulsa kepake belum_dapat hasil,negative,0
Pengguna Google,1,2025-08-27 19:19:26,bukan haknya tapi di ambil,BCA,bukan_tertawa ambil,negative,0
Pengguna Google,4,2026-01-25 20:59:56,"aplikasi ini berfungsi dengan baik, tetapi untuk masalah pengaduan tentang transaksi gagal, seperti pembelian pulsa, yang menyebabkan berkurangnya saldo, akan tetapi pulsa tidak terkirim, udah 1 Minggu belum di balas juga hapus saja untuk pengaduan nya, gak guna juga kan gak di tindaki",BRI,aplikasi fungsi bagus kendala adu transaksi gagal beli pulsa sebab kurang saldo pulsa tidak_terkirim minggu belum_di balas tertawa adu nya tidak_berguna kan tidak_di tindak,positive,2
Pengguna Google,5,2026-01-13 05:43:27,mantap kaka,BNI,mantap kaka,positive,2
Pengguna Google,3,2026-01-20 04:41:15,Admin pulsa terlalu besar,BNI,biaya administrasi pulsa terlalu besar,neutral,1
Bunda Mustaini,5,2025-07-31 14:16:34,oke benar,BCA,bagus bener,positive,2
Pengguna Google,5,2025-11-21 18:14:58,"bagus, ngebantu",BCA,baik ngebantu,positive,2
Pengguna Google,5,2025-09-10 01:20:31,oke banget,BCA,bagus sangat,positive,2
Pengguna Google,5,2026-02-20 21:59:43,sangat puas Skali pakai aplikasi wondr by BNI,BNI,sangat puas skali pakai aplikasi wondr by bank negara indonesia,positive,2
Pengguna Google,5,2025-09-19 21:28:44,semenjak update indikator lampunya merah terus ya?,BCA,semenjak baru indikator lampu merah kemudian,positive,2
Pengguna Google,5,2026-02-24 17:59:20,menyenangkan sangat mudah untuk transaksi trimakasih brimo,BRI,senang sangat mudah transaksi trimakasih brimo,positive,2
Pengguna Google,5,2025-11-17 04:55:53,allhamdulilah bisa fungsi kembali,BCA,allhamdulilah fungsi,positive,2
Pengguna Google,5,2026-01-13 19:43:37,sangat bagus aku kasih bintang 5 deh,BNI,sangat baik kasih bintang partikel,positive,2
Pengguna Google,5,2026-02-13 17:18:17,Baik Untuk Anda.,BRI,bagus,positive,2
Pengguna Google,1,2025-10-07 00:06:24,"makin ribet,, masa pengiriman verifikasi lewat sms nya gagal terus,, pdahal udah ngikutin petunjuk yg ada,, dengan no hp yg udah teregistrasi..!! baru kali ini, bener2 bikin kecewa..",BCA,makin rumit masa kirim verifikasi lewat sms nya gagal kemudian pdahal ngikutin tunjuk tidak_handphone registrasi new kali bener2 bikin kecewa,negative,0
Pengguna Google,5,2026-02-03 09:31:45,bagus juga,BRI,baik,positive,2
Pengguna Google,5,2025-12-04 07:51:46,ok bangeeet👍,BCA,baik sangat,positive,2
Pengguna Google,3,2026-02-06 13:30:42,"lumayan sih,semangat aj",BNI,lumayan partikel semangat aj,neutral,1
Pengguna Google,1,2026-02-15 12:04:11,ribet ribet ribet capek minta verifikasi ulang mulu,BRI,rumit rumit rumit capek minta verifikasi ulang selalu,negative,0
Vicky Nugraha,1,2025-12-11 14:05:56,sering transaksi tp tidak dapat kupon undian,BNI,sering transaksi tidak_dapat kupon undi,negative,0
Pengguna Google,1,2026-02-02 07:02:00,"fitur pinjamannya BRIguna,ga pernah bisa lolos padahal sy penggajian via BRI,malah di suruh ke KCP terdekat,buat apaan nongol akses pinjaman di aplikasi,brimo mending fitur nya di ilangin bikin orang berharap tapi di bohongin sama BRI",BRI,fitur pinjam briguna tidak_pernah lolos padahal gaji via bank rakyat indonesia malah suruh kantor cabang bantu dekat apa nongol akses pinjam aplikasi brimo mending fitur nya ilangin bikin orang harap bohongin sama bank rakyat indonesia,negative,0
Pengguna Google,5,2026-02-20 12:54:11,bagus banget ga ribet kalau mau transaksi apapun..... sip BRImo,BRI,baik sangat tidak_rumit transaksi apa bagus brimo,positive,2
Pengguna Google,5,2025-12-12 16:33:30,"sangat memuaskan,yg ngelayani jga ramah2trimakasih",BCA,sangat muas ngelayani ramah2trimakasih,positive,2
Pengguna Google,4,2026-02-26 05:18:53,aga lelet kalau malam,BNI,aga lambat malam,positive,2
Pengguna Google,5,2026-01-25 05:30:42,apk berkualitas.,BRI,aplikasi kualitas,positive,2
Pengguna Google,1,2025-12-07 03:18:14,"maintenance jgn lama lama gua org kerja TF dari apk grab ke BCA ga BS pindah ke ovo bisa dari ovo TF LG ke grab malah maintenance, maintenance sampe berjam2 SDH 5 jam dari jam 23:00 - 05:00.ganggu org kerja lu pea bgt BCA skrg BS kerja ga.",BCA,maintenance jangan_lambat lambat orang kerja transfer aplikasi grab bank central asia tidak_bs pindah ovo ovo transfer grab malah maintenance maintenance sampe berjam2 jam jam ganggu orang kerja kamu pea sangat bank central asia skrg bs kerja tidak,negative,0
Pengguna Google,5,2025-10-20 19:28:54,Pelayanan baik,BCA,layan bagus,positive,2
Murdi Bara,5,2025-07-19 21:02:06,sangat membantu ☺️,BCA,sangat bantu,positive,2
Pengguna Google,5,2026-02-08 09:33:11,"ga jelas verif mulu, mana ktp hilang jadi gabisa login, aplikasi aneh tim it ny ga jelas pecat aj udh",BRI,tidak_jelas verifikasi selalu mana ktp tertawa jadi tidak_bisa login aplikasi aneh tim it ny tidak_jelas pecat aj,positive,2
Pengguna Google,5,2026-02-19 12:08:35,aplikasi bagus mempermudah transaksi,BRI,aplikasi baik mudah transaksi,positive,2
Pengguna Google,5,2026-02-04 09:42:25,aplikasinya mempermudah segala transaksi,BRI,aplikasi mudah segala transaksi,positive,2
Enday yani,1,2025-07-18 12:46:18,biasa aj,BCA,biasa aj,negative,0
Pengguna Google,5,2026-02-20 09:53:44,memudahkan segala urusan 👍,BRI,mudah segala urus,positive,2
Pengguna Google,1,2025-08-20 09:38:15,sudah diisi kode verifikasi 6 digit juga enggak bisa dilanjutkan aneh memang BCA ini,BCA,isi kode verifikasi digit tidak_dapat lanjut aneh memang bank central asia,negative,0
Pengguna Google,5,2026-02-08 14:17:26,"selama pakai brimo aman2 aja kok setelah update brimo ga bisa login jaringan baik,apa ya penyebab nya tolong dong min cara nya",BRI,lama pakai brimo aman2 abis baru brimo tidak_dapat login jaring bagus sebab nya bantu partikel min cara nya,positive,2
Pengguna Google,1,2025-10-15 14:06:40,"hari ini tiba tiba tidak bisa dibuka dan muncul tulisan ""BCA mobile ditutup karena aplikasi ini memiliki bug. Coba perbarui aplikasi setelah pengembang aplikasi memperbaiki kesalahan ini."" tolong info solusinya",BCA,tertawa tiba tiba tidak_dapat buka muncul tulis bank central asia mobile tutup aplikasi milik rusa aplikasi coba update aplikasi abis kembang aplikasi baik salah bantu info solusi,negative,0
Pengguna Google,1,2026-02-06 15:21:51,gajelas banget mau transaksi gagal terus apa coba padahal saldonya ada,BNI,gajelas sangat transaksi gagal kemudian coba padahal saldo,negative,0
Pengguna Google,4,2026-02-23 13:44:35,sangat membantu bangat,BRI,sangat bantu bangat,positive,2
Pengguna Google,1,2025-11-01 13:21:28,"upgrade dong biar cepet, delaynya terlalu lama aaaaaa buat buka aja nungguin beberapa detik.. paraaah",BCA,baru partikel biar cepet delaynya terlalu lambat a buka nungguin beberapa detik banget,negative,0
Pengguna Google,5,2026-02-12 08:44:19,sagat2 bagus,BRI,sagat2 baik,positive,2
Pengguna Google,1,2026-02-12 00:10:03,sering ngadat,BNI,sering ngadat,negative,0
Pengguna Google,3,2025-10-01 17:24:26,Setelah di update malah error 205... gag bisa transaksi jadinya.,BCA,abis baru malah error gag transaksi jadi,neutral,1
Pengguna Google,1,2026-01-28 17:17:46,tidak bisa di buka lagi BCA mobile ku. knapa 😭😭😭,BCA,tidak_dapat buka bank central asia mobile ku knapa,negative,0
Pengguna Google,5,2026-02-10 17:33:39,kenapa rekening saya tidak aktif lagi oleh BANK BRI,BRI,rekening tidak_online bank bank rakyat indonesia,positive,2
Pengguna Google,1,2026-02-25 10:18:48,"suka eror ga jelas,ga bisa masuk",BNI,suka error tidak_jelas tidak_dapat hasil,negative,0
Pengguna Google,4,2025-08-25 11:56:37,"knp update terbaru ini 14 agustus, bca di hp saya samsung a31 mental terus. biasa nya gak pernah begini",BCA,knp baru latest agustus bank central asia handphone telepon samsung a31 mental kemudian biasa nya tidak_pernah begini,positive,2
Pengguna Google,5,2026-02-04 10:12:08,mantap sekali. sangat memudahkan transaksi ini aplikasi,BNI,mantap sangat sangat mudah transaksi aplikasi,positive,2
Pengguna Google,1,2025-08-18 17:43:26,beberapa kali buka tapi ga bisa bisa,BCA,beberapa kali buka tidak_dapat,negative,0
masmar yono,5,2025-07-30 16:31:04,sya pengguna m_BCA sudah 4thn selama ini lancar2 saja tp begitu kartu atm sya tertahan disalah satu atm di wilayah Bekasi Kota kemudian diganti kartu atm baru dgn biaya admin lebih mahal. setelah pemakaian berjalan sbln setiap isi saldo ke rek.sllu sisa saldo yg tersisa hilang ijin sudah terjadi 5kali dlm waktu sebln berjalan.Setelah kejadian ini sya jd mikir isi saldo lagi. tks.,BCA,sya guna m_bca 4thn lama lancar2 kartu sya tahan salah satu wilayah bekas kota kemudian ganti kartu new biaya biaya administrasi lebih mahal abis pakai jalan sbln isi saldo rekening sllu sisa saldo sisa tertawa ijin jadi 5kali waktu sebln jalan abis jadi sya jadi mikir isi saldo tks,positive,2
Pengguna Google,1,2025-11-20 00:23:03,Bnyak update semakin lemot harus sama2 di perbaiki...,BCA,bnyak baru makin lambat tertawa sama sama baik,negative,0
Pengguna Google,5,2026-01-29 06:22:01,sangat mempermudah dalam segala pembayaran,BRI,sangat mudah segala bayar,positive,2
Pengguna Google,5,2025-12-01 14:00:56,wahai developer request E-CashTap Nfc pay,BCA,wahai developer request e cashtap near field communication pay,positive,2
Pengguna Google,1,2025-12-23 06:37:52,"semenjak bni mobile banking diganti wonder, malah sering eror. aneh sekali. malah jadi ribet",BNI,semenjak bank negara indonesia mobile banking ganti wonder malah sering error aneh sangat malah jadi rumit,negative,0
Pengguna Google,1,2025-08-31 00:58:42,halo mbangking di saya sering error saat transaksi bisa terlogout sendiri ga bisa cek inbox efeknya saya jadi double transfer ke orang dan merugi tolong di tingkatkan lagi kok semakin rendah kualitas mbangking nya. saya transaksi input pin terus logout saya ga bisa cek inbox dan buru buru kemudian saya kirim lagi. selang berapa waktu saya cek dimutasi terkirim dua kali. kecewa sekali mbangking ny makin jelek.,BCA,tertawa mbangking sering error transaksi terlogout sendiri tidak_dapat cek inbox efek jadi double transfer orang rugi bantu tingkat makin rendah kualitas mbangking nya transaksi input kode akses kemudian logout tidak_dapat cek inbox buru buru kemudian kirim selang berapa waktu cek mutasi kirim kali kecewa sangat mbangking ny makin buruk,negative,0
Pengguna Google,1,2026-01-13 16:55:47,Upload kameranya nggak canggih kalah sama aplksi pinjol,BCA,upload kamera tidak_canggih kalah sama aplksi pinjol,negative,0
Pengguna Google,1,2025-08-18 09:15:25,sudah tidak aman lagi,BCA,tidak_aman,negative,0
Pengguna Google,5,2026-02-04 11:01:24,simpel praktis dan mudah buat transaksi,BRI,simpel praktis mudah transaksi,positive,2
Pengguna Google,5,2025-09-29 18:26:23,Sangat puas dengann bca mobile,BCA,sangat puas dengann bank central asia mobile,positive,2
Pengguna Google,1,2026-02-07 22:13:35,"semakin update, malah semakin ribet,",BRI,makin baru malah makin rumit,negative,0
Pengguna Google,1,2025-08-15 21:50:34,aplikasi suka ngumbar data pribadi cuakkkkk,BCA,aplikasi suka ngumbar data pribadi cuak,negative,0
Pengguna Google,5,2026-02-11 20:40:00,terbantu,BRI,bantu,positive,2
Pengguna Google,5,2025-09-11 12:51:13,Kami Pesan di Kota Timika perlu Memperluaskan Jaringan Kantor Cam ang Pembantu Agar Lebih bagus Terima kasih atas Kerjasamanya yang baik kedepan Shallom Semoga bermanfaat bagi kita semua.,BCA,pesan kota timika perlu luas jaring kantor cam ang bantu lebih baik terima kasih atas kerjasamanya bagus depan shallom moga manfaat semua,positive,2
Pengguna Google,1,2025-08-15 20:01:36,buruk.,BCA,jelek,negative,0
Pengguna Google,1,2026-02-19 21:54:28,kebanyakn update akhirnya angsuran bulanan pinjaman kur tidak terpotong automatis padahal udh tnggal jatuh tempo,BRI,kebanyakn baru akhir angsur bulan pinjam kur tidak_terpotong automatis padahal tnggal jatuh tempo,negative,0
Pengguna Google,1,2026-01-24 15:33:30,"mau vermuk aja ribet banget, ngga bisa bisa kebaca padahal kamera bagus ga kenapa kenapa!",BCA,verifikasi wajah rumit sangat tidak_dapat baca padahal kamera baik tidak_mengapa,negative,0
Margono Bakso,5,2026-01-20 05:06:36,sangat membantu memudahkan transaksi,BRI,sangat bantu mudah transaksi,positive,2
Pengguna Google,5,2026-01-15 08:38:25,"bgus UD the best,,,",BNI,bgus ud the best,positive,2
Pengguna Google,2,2025-12-18 10:52:46,"menu login sering gak ada, sudah daftar, sudah punya akun, tp saat buka app lgi sering dianggap belum punya akun, jadi diarahkan untuk daftar lagi, scan ktp, verifikasi wajah lgi",BNI,menu login sering tidak_ada daftar punya akun buka aplikasi lgi sering anggap belum_punya akun jadi arah daftar scan ktp verifikasi wajah lgi,negative,0
Hendra Yanti,5,2025-07-18 05:45:06,top banget,BCA,top sangat,positive,2
Pengguna Google,3,2026-01-14 21:10:35,kenapa sih kalo mau qris kadang suka eror biasa tidak begitu,BNI,partikel qr code indonesia standard kadang suka error biasa tidak_begitu,neutral,1
Pengguna Google,5,2026-02-12 21:41:56,mantap gak perlu ribet,BRI,mantap tidak_perlu rumit,positive,2
Pengguna Google,5,2026-02-26 09:21:01,"Sejauh ini sudah bagus, semoga kedepannya lebik baik lagi",BRI,jauh baik moga depan lebik bagus,positive,2
Pengguna Google,1,2025-12-30 23:46:10,kenapa gk bisa aktifin fingerprint?????,BNI,tidak_dapat aktifin pindai sidik jari,negative,0
Pengguna Google,5,2026-01-25 17:21:11,sengat puas dan membantu,BNI,sengat puas bantu,positive,2
Pengguna Google,1,2026-02-02 14:54:11,aplikasi buruk tidak bisa masuk semakin ke sini semakin lag,BNI,aplikasi jelek tidak_dapat hasil makin sini makin lag,negative,0
Pengguna Google,3,2025-09-18 15:08:32,saya tidak bisa nfc Flazz bca selalu aplikasi di keluarkan paksa karena kesalahan internal padahal sudah pembaharuan terupdate yang baru.,BCA,tidak_dapat near field communication kartu flazz bank central asia selalu aplikasi keluar paksa salah internal padahal baharu terupdate new,neutral,1
Pengguna Google,5,2026-02-16 21:37:42,apk terkece,BRI,aplikasi kece,positive,2
Pengguna Google,5,2026-01-30 09:49:06,"kok, susah di buka ce",BRI,sulit buka ce,positive,2
Pengguna Google,5,2026-02-06 17:56:56,keren lancar,BRI,keren lancar,positive,2
Pengguna Google,1,2025-12-20 12:01:35,Sering ke log out dan verifikasinya susah bangettt. Apalagi waktu verifikasi wajah sangat susah padahal sudah mengikuti arahan. Terlebih lagi ada batasan verifikasinya harus nunggu besok lagi. Aplikasi ini sulit apalagi untuk orang tua. Karena susah masuk lagi kalau ke log out. Harusnya kalau ada aplikasi kayak gini itu mempermudah bukan mepersulit. Orang butuh cepet malah tiba2 ter log out dgn sendirinya dan gagal terus untuk log in. Alhasil harus nunggu besok lagi untuk verifikasi log in.,BNI,sering log out verifikasi sulit sangat waktu verifikasi wajah sangat sulit padahal ikut arah lebih batas verifikasi tertawa nunggu besok aplikasi sulit orang tua sulit hasil log out tertawa aplikasi gin mudah bukan_mepersulit orang butuh cepet malah tiba2 ter log out sendiri gagal kemudian log in alhasil tertawa nunggu besok verifikasi log in,negative,0
apriansyah 24,1,2025-07-29 19:48:29,aplikasi gajelas mbangking sinyal banyak tapi gabisa isi flazz bajatt,BCA,aplikasi gajelas mbangking sinyal banyak tidak_bisa isi kartu flazz bajatt,negative,0
Pengguna Google,5,2025-12-24 21:05:14,"terbaik,mudah dan gak ribet... mantap",BNI,baik mudah tidak_rumit mantap,positive,2
Pengguna Google,4,2025-11-06 08:34:52,"instal di hp baru, verifikasi nomor kartu 16 digit ok verifikasi nomor KTP ok verifikasi OTP lewat SMS, mana SMS-nya ? kirim ulang kode berulang ulang gak ada juga SMS kodenya... masa' harus datang ke kantor ?",BCA,pasang handphone new verifikasi nomor kartu digit baik verifikasi nomor ktp baik verifikasi kode verifikasi lewat sms mana sms nya kirim ulang kode ulang ulang tidak_ada sms kode masa tertawa datang kantor,positive,2
Pengguna Google,1,2026-02-22 16:29:23,aplikasi sangat sangat buruk,BRI,aplikasi sangat sangat jelek,negative,0
Pengguna Google,5,2025-11-06 22:49:02,tf pake realtime online gagal tpi ke potong Rp 3500 di coba 1x lgi kepotong lgi wiii total Rp 7000 hmmm lumayan 7k,BCA,transfer pake ketika aktif gagal potong rp coba 1x lgi potong lgi wi total rp hm lumayan 7k,positive,2
Pengguna Google,1,2025-11-08 05:43:32,kenapa ingin login kembali susah masuknya,BCA,login sulit masuk,negative,0
Pengguna Google,5,2026-02-10 19:32:42,BRImo terbaik menurut saya karena bisa digunakan untuk semua jenis kebutuhan 👍,BRI,brimo baik guna semua jenis butuh,positive,2
Pengguna Google,1,2025-11-06 00:00:40,"sangat tidak rekomendasi, lemot, jelek, buruk",BCA,sangat tidak_rekomendasi lambat buruk jelek,negative,0
Pengguna Google,1,2025-12-26 09:07:29,kalo registrasi harus vidio call dulu rumitt. harusnya langsung kedaftarr biar mudahhhhh,BNI,registrasi tertawa vidio call lebih rumitt tertawa segera kedaftarr biar mudah,negative,0
